type,stid,lat,lon,year,month,day,hour,dattim,tmpf,prec,wspd,gust,drct,relh,solr,hffmc,hisi,hfwi,hdsr,gfmc,gisi,vpd,obtime
O,ITCM5,47.24,-95.19,2021,10,15,02,202110150200,44,0,4,10,228,80,0,35.5,0,0,0,82.3,2.1,2,207
O,ITCM5,47.24,-95.19,2021,10,15,01,202110150100,43,0,3,10,228,81,0,34,0,0,0,82.2,1.9,2,107
O,ITCM5,47.24,-95.19,2021,10,15,00,202110150000,44,0,4,11,232,79,1,32.7,0,0,0,62.2,0.6,2,7
O,ITCM5,47.24,-95.19,2021,10,14,23,202110142300,44,0,4,14,250,79,11,31.1,0,0,0,57,0.5,2,2307
O,ITCM5,47.24,-95.19,2021,10,14,22,202110142200,45,0,5,17,253,80,30,29.5,0,0,0,50.2,0.3,2,2207
O,ITCM5,47.24,-95.19,2021,10,14,21,202110142100,45,0,6,16,241,83,46,27.8,0,0,0,41.3,0.1,2,2107
O,ITCM5,47.24,-95.19,2021,10,14,20,202110142000,45,0,6,16,245,85,62,26.2,0,0,0,31.4,0,2,2007
O,ITCM5,47.24,-95.19,2021,10,14,19,202110141900,44,0,5,15,240,90,65,24.7,0,0,0,21.2,0,1,1907
O,ITCM5,47.24,-95.19,2021,10,14,18,202110141800,44,0.01,5,15,254,93,75,23.7,0,0,0,13.8,0,1,1807
O,ITCM5,47.24,-95.19,2021,10,14,17,202110141700,44,0,6,19,246,95,107,22.9,0,0,0,29.8,0,0,1707
O,ITCM5,47.24,-95.19,2021,10,14,16,202110141600,44,0,6,17,248,95,73,22.3,0,0,0,25.6,0,0,1607
O,ITCM5,47.24,-95.19,2021,10,14,15,202110141500,44,0,7,18,251,96,49,21.7,0,0,0,21.4,0,0,1507
O,ITCM5,47.24,-95.19,2021,10,14,14,202110141400,45,0.01,6,18,241,96,28,21.2,0,0,0,17.8,0,0,1407
O,ITCM5,47.24,-95.19,2021,10,14,13,202110141300,46,0,5,14,239,97,2,20.7,0,0,0,40.9,0.1,0,1307
O,ITCM5,47.24,-95.19,2021,10,14,12,202110141200,47,0.01,6,16,245,95,0,20.3,0,0,0,39.1,0,1,1207
O,ITCM5,47.24,-95.19,2021,10,14,11,202110141100,47,0,4,10,212,98,0,19.6,0,0,0,78.8,1.4,0,1107
O,ITCM5,47.24,-95.19,2021,10,14,10,202110141000,47,0.01,4,12,208,98,0,19.3,0,0,0,36.9,0,0,1007
O,ITCM5,47.24,-95.19,2021,10,14,09,202110140900,47,0.01,5,13,186,99,0,19,0,0,0,36.4,0,0,907
O,ITCM5,47.24,-95.19,2021,10,14,08,202110140800,47,0.01,7,15,188,97,0,18.8,0,0,0,37.9,0,0,807
O,ITCM5,47.24,-95.19,2021,10,14,07,202110140700,47,0,7,16,185,91,0,18.4,0,0,0,80.2,2.1,1,707
O,ITCM5,47.24,-95.19,2021,10,14,06,202110140600,48,0,6,16,198,85,0,17.3,0,0,0,81.5,2.2,2,607
O,ITCM5,47.24,-95.19,2021,10,14,05,202110140500,49,0,7,19,186,81,0,15.6,0,0,0,82.1,2.6,2,507
O,ITCM5,47.24,-95.19,2021,10,14,04,202110140400,50,0,6,17,190,84,0,13.5,0,0,0,81.7,2.2,2,407
O,ITCM5,47.24,-95.19,2021,10,14,03,202110140300,50,0,6,20,189,84,0,11.7,0,0,0,81.7,2.2,2,307
O,ITCM5,47.24,-95.19,2021,10,14,02,202110140200,50,0,5,15,169,87,0,9.9,0,0,0,81.3,2,2,207
O,ITCM5,47.24,-95.19,2021,10,14,01,202110140100,52,0.34,6,27,218,92,0,8.4,0,0,0,7.2,0,1,107
O,ITCM5,47.24,-95.19,2021,10,14,00,202110140000,57,0,8,20,130,91,2,33.2,0,0,0,20.8,0,1,7
O,ITCM5,47.24,-95.19,2021,10,13,23,202110132300,56,0,8,18,135,92,28,31.9,0,0,0,11.2,0,1,2307
O,ITCM5,47.24,-95.19,2021,10,13,22,202110132200,55,0.06,7,16,125,98,18,30.7,0,0,0,2.3,0,0,2207
O,ITCM5,47.24,-95.19,2021,10,13,21,202110132100,55,0.03,7,19,127,96,33,39.1,0.1,0.1,0,4.5,0,1,2107
O,ITCM5,47.24,-95.19,2021,10,13,20,202110132000,56,0.07,8,20,117,95,39,41.1,0.1,0.1,0,6,0,1,2007
O,ITCM5,47.24,-95.19,2021,10,13,19,202110131900,57,0,6,25,125,90,70,56.2,0.5,0.3,0,16.8,0,2,1907
O,ITCM5,47.24,-95.19,2021,10,13,18,202110131800,56,0.05,9,20,114,95,85,55.4,0.6,0.4,0,6.4,0,1,1807
O,ITCM5,47.24,-95.19,2021,10,13,17,202110131700,55,0.03,8,21,115,96,52,67.5,1.1,0.8,0,4.8,0,1,1707
O,ITCM5,47.24,-95.19,2021,10,13,16,202110131600,55,0.01,8,15,102,97,23,72.3,1.3,0.9,0,35.4,0,0,1607
O,ITCM5,47.24,-95.19,2021,10,13,15,202110131500,55,0,6,14,99,95,28,72.2,1.1,0.8,0,77.4,1.5,1,1507
O,ITCM5,47.24,-95.19,2021,10,13,14,202110131400,55,0,5,11,115,93,9,72.1,1,0.7,0,77.6,1.4,1,1407
O,ITCM5,47.24,-95.19,2021,10,13,13,202110131300,53,0,4,14,122,93,1,71.9,0.9,0.6,0,78.3,1.3,1,1307
O,ITCM5,47.24,-95.19,2021,10,13,12,202110131200,52,0,6,13,90,90,0,71.8,1.1,0.8,0,80.6,2,1,1207
O,ITCM5,47.24,-95.19,2021,10,13,11,202110131100,52,0,6,11,97,88,0,71.6,1.1,0.8,0,81,2.1,2,1107
O,ITCM5,47.24,-95.19,2021,10,13,10,202110131000,50,0,3,7,91,87,0,71.3,0.8,0.6,0,81.4,1.7,2,1007
O,ITCM5,47.24,-95.19,2021,10,13,09,202110130900,49,0,1,4,43,88,0,71,0.7,0.5,0,81.5,1.5,1,907
O,ITCM5,47.24,-95.19,2021,10,13,08,202110130800,48,0,0,2,,93,0,70.8,0.6,0.4,0,81.1,1.3,1,807
O,ITCM5,47.24,-95.19,2021,10,13,07,202110130700,48,0,0,3,,91,0,70.7,0.6,0.4,0,81.5,1.3,1,707
O,ITCM5,47.24,-95.19,2021,10,13,06,202110130600,48,0,1,3,297,93,0,70.6,0.7,0.5,0,80.6,1.3,1,607
O,ITCM5,47.24,-95.19,2021,10,13,05,202110130500,47,0,2,4,284,94,0,70.5,0.7,0.5,0,80.1,1.4,1,507
O,ITCM5,47.24,-95.19,2021,10,13,04,202110130400,43,0,1,3,314,99,0,70.4,0.7,0.5,0,79.2,1.1,0,407
O,ITCM5,47.24,-95.19,2021,10,13,03,202110130300,42,0,0,2,,98,0,70.4,0.6,0.4,0,80.2,1.2,0,307
O,ITCM5,47.24,-95.19,2021,10,13,02,202110130200,43,0,0,2,,96,0,70.4,0.6,0.4,0,80.6,1.2,0,207
O,ITCM5,47.24,-95.19,2021,10,13,01,202110130100,47,0,0,2,,91,0,70.3,0.6,0.4,0,81.5,1.3,1,107
O,ITCM5,47.24,-95.19,2021,10,13,00,202110130000,53,0,1,9,334,72,7,70.2,0.7,0.5,0,85.8,2.6,4,7
O,ITCM5,47.24,-95.19,2021,10,12,23,202110122300,58,0,4,13,41,57,105,69.6,0.9,0.6,0,88.7,4.9,7,2307
O,ITCM5,47.24,-95.19,2021,10,12,22,202110122200,61,0,6,14,28,48,253,68.1,1,0.7,0,90.4,7.4,10,2207
O,ITCM5,47.24,-95.19,2021,10,12,21,202110122100,62,0,6,12,34,46,383,65.9,0.9,0.6,0,90.9,7.9,10,2107
O,ITCM5,47.24,-95.19,2021,10,12,20,202110122000,61,0,6,11,13,55,478,63.4,0.8,0.6,0,90.9,7.9,8,2007
O,ITCM5,47.24,-95.19,2021,10,12,19,202110121900,61,0,5,13,2,56,543,61.1,0.7,0.5,0,90.9,7.4,8,1907
O,ITCM5,47.24,-95.19,2021,10,12,18,202110121800,60,0,4,10,26,59,472,58.7,0.5,0.3,0,89.8,5.7,7,1807
O,ITCM5,47.24,-95.19,2021,10,12,17,202110121700,58,0,3,10,38,65,512,56.4,0.4,0.3,0,87.9,4,6,1707
O,ITCM5,47.24,-95.19,2021,10,12,16,202110121600,54,0,5,9,13,74,391,54.5,0.4,0.3,0,83.1,2.5,4,1607
O,ITCM5,47.24,-95.19,2021,10,12,15,202110121500,50,0,3,7,360,82,263,52.8,0.3,0.2,0,79.5,1.4,2,1507
O,ITCM5,47.24,-95.19,2021,10,12,14,202110121400,44,0,0,1,,99,109,51.7,0.2,0.1,0,76.9,0.9,0,1407
O,ITCM5,47.24,-95.19,2021,10,12,13,202110121300,36,0,0,4,,99,8,51.6,0.2,0.1,0,76.9,0.9,0,1307
O,ITCM5,47.24,-95.19,2021,10,12,12,202110121200,36,0,2,5,321,99,0,51.5,0.2,0.1,0,79.2,1.2,0,1207
O,ITCM5,47.24,-95.19,2021,10,12,11,202110121100,37,0,1,5,333,99,0,51.4,0.2,0.1,0,79.4,1.2,0,1107
O,ITCM5,47.24,-95.19,2021,10,12,10,202110121000,39,0,3,7,317,98,0,51.3,0.2,0.1,0,79.1,1.3,0,1007
O,ITCM5,47.24,-95.19,2021,10,12,09,202110120900,39,0,1,3,336,99,0,51.2,0.2,0.1,0,79.4,1.2,0,907
O,ITCM5,47.24,-95.19,2021,10,12,08,202110120800,39,0,2,4,316,99,0,51.1,0.2,0.1,0,79.1,1.2,0,807
O,ITCM5,47.24,-95.19,2021,10,12,07,202110120700,41,0,1,3,337,98,0,51,0.2,0.1,0,79.6,1.2,0,707
O,ITCM5,47.24,-95.19,2021,10,12,06,202110120600,43,0,2,5,330,99,0,50.9,0.2,0.1,0,79,1.2,0,607
O,ITCM5,47.24,-95.19,2021,10,12,05,202110120500,44,0,1,4,319,96,0,50.8,0.2,0.1,0,79.9,1.2,0,507
O,ITCM5,47.24,-95.19,2021,10,12,04,202110120400,49,0,2,6,329,88,0,50.6,0.2,0.1,0,81.4,1.6,1,407
O,ITCM5,47.24,-95.19,2021,10,12,03,202110120300,50,0,3,6,316,87,0,49.9,0.2,0.1,0,81.4,1.7,2,307
O,ITCM5,47.24,-95.19,2021,10,12,02,202110120200,51,0,2,5,319,87,0,49,0.2,0.1,0,81.6,1.6,2,207
O,ITCM5,47.24,-95.19,2021,10,12,01,202110120100,52,0,1,5,323,85,0,48.2,0.1,0.1,0,82.1,1.6,2,107
O,ITCM5,47.24,-95.19,2021,10,12,00,202110120000,56,0,3,7,315,73,9,47.4,0.1,0.1,0,85.6,2.9,4,7
O,ITCM5,47.24,-95.19,2021,10,11,23,202110112300,61,0,5,10,316,59,109,45.5,0.1,0.1,0,89,5.6,8,2307
O,ITCM5,47.24,-95.19,2021,10,11,22,202110112200,65,0,4,13,329,49,260,42.3,0.1,0.1,0,91.6,7.5,11,2207
O,ITCM5,47.24,-95.19,2021,10,11,21,202110112100,67,0,5,13,331,45,390,38.3,0,0,0,92.2,8.8,12,2107
O,ITCM5,47.24,-95.19,2021,10,11,20,202110112000,66,0,7,16,325,45,484,33.6,0,0,0,92.2,10.3,12,2007
O,ITCM5,47.24,-95.19,2021,10,11,19,202110111900,66,0,6,15,337,45,535,28.5,0,0,0,92.2,9.5,12,1907
O,ITCM5,47.24,-95.19,2021,10,11,18,202110111800,64,0,6,14,345,48,533,23.4,0,0,0,91.3,8.4,11,1807
O,ITCM5,47.24,-95.19,2021,10,11,17,202110111700,61,0,4,12,306,55,484,18.6,0,0,0,89.6,5.6,8,1707
O,ITCM5,47.24,-95.19,2021,10,11,16,202110111600,57,0,5,11,300,63,392,14.7,0,0,0,86,3.6,6,1607
O,ITCM5,47.24,-95.19,2021,10,11,15,202110111500,54,0,4,12,309,77,267,11.3,0,0,0,82.6,2.1,3,1507
O,ITCM5,47.24,-95.19,2021,10,11,14,202110111400,50,0,5,12,312,82,113,9,0,0,0,80.6,1.8,2,1407
O,ITCM5,47.24,-95.19,2021,10,11,13,202110111300,47,0,1,8,304,85,6,7.1,0,0,0,80.3,1.3,2,1307
O,ITCM5,47.24,-95.19,2021,10,11,12,202110111200,47,0,4,8,317,86,0,6,0,0,0,81.5,1.9,2,1207
O,ITCM5,47.24,-95.19,2021,10,11,11,202110111100,46,0,2,7,233,94,0,4.6,0,0,0,80.1,1.4,1,1107
O,ITCM5,47.24,-95.19,2021,10,11,10,202110111000,47,0,3,9,281,91,0,4,0,0,0,80.6,1.6,1,1007
O,ITCM5,47.24,-95.19,2021,10,11,09,202110110900,49,0,3,10,262,92,0,3.1,0,0,0,80.4,1.5,1,907
O,ITCM5,47.24,-95.19,2021,10,11,08,202110110800,50,0,2,9,289,97,0,2.3,0,0,0,79.4,1.3,0,807
O,ITCM5,47.24,-95.19,2021,10,11,07,202110110700,50,0,4,12,275,99,0,2,0,0,0,78.4,1.4,0,707
O,ITCM5,47.24,-95.19,2021,10,11,06,202110110600,50,0,3,13,272,98,0,1.8,0,0,0,78.9,1.3,0,607
O,ITCM5,47.24,-95.19,2021,10,11,05,202110110500,51,0,3,11,266,98,0,1.5,0,0,0,78.9,1.3,0,507
O,ITCM5,47.24,-95.19,2021,10,11,04,202110110400,53,0,3,13,281,98,0,1.2,0,0,0,78.8,1.3,0,407
O,ITCM5,47.24,-95.19,2021,10,11,03,202110110300,53,0,3,8,273,99,0,0.9,0,0,0,78.5,1.3,0,307
O,ITCM5,47.24,-95.19,2021,10,11,02,202110110200,52,0,2,6,241,99,0,0.8,0,0,0,78.7,1.2,0,207
O,ITCM5,47.24,-95.19,2021,10,11,01,202110110100,52,0,2,6,234,99,0,0.7,0,0,0,78.7,1.2,0,107
O,ITCM5,47.24,-95.19,2021,10,11,00,202110110000,52,0.01,3,8,229,98,15,0.6,0,0,0,1.7,0,0,7
O,ITCM5,47.24,-95.19,2021,10,10,23,202110102300,52,0.03,2,12,228,97,38,0.3,0,0,0,2.3,0,0,2307
O,ITCM5,47.24,-95.19,2021,10,10,22,202110102200,54,0.02,4,10,201,96,61,0.8,0,0,0,3.9,0,1,2207
O,ITCM5,47.24,-95.19,2021,10,10,21,202110102100,58,0.05,2,6,230,97,61,0.4,0,0,0,2.6,0,0,2107
O,ITCM5,47.24,-95.19,2021,10,10,20,202110102000,58,0.01,4,9,211,95,147,1.2,0,0,0,5.7,0,1,2007
O,ITCM5,47.24,-95.19,2021,10,10,19,202110101900,59,0.03,3,8,198,96,158,0.5,0,0,0,4.4,0,1,1907
O,ITCM5,47.24,-95.19,2021,10,10,18,202110101800,60,0.12,2,8,174,98,83,0.8,0,0,0,1.9,0,0,1807
O,ITCM5,47.24,-95.19,2021,10,10,17,202110101700,59,0.01,4,10,97,94,122,3.1,0,0,0,6.6,0,1,1707
O,ITCM5,47.24,-95.19,2021,10,10,16,202110101600,61,0,4,9,125,91,220,2.2,0,0,0,13.8,0,2,1607
O,ITCM5,47.24,-95.19,2021,10,10,15,202110101500,57,0,3,8,124,98,90,0.9,0,0,0,2.9,0,0,1507
O,ITCM5,47.24,-95.19,2021,10,10,14,202110101400,56,0.03,3,9,119,99,21,0.6,0,0,0,0.9,0,0,1407
O,ITCM5,47.24,-95.19,2021,10,10,13,202110101300,56,0,4,12,159,98,1,1.4,0,0,0,76.2,1.1,0,1307
O,ITCM5,47.24,-95.19,2021,10,10,12,202110101200,56,0,6,16,174,97,0,1.1,0,0,0,78.7,1.6,0,1207
O,ITCM5,47.24,-95.19,2021,10,10,11,202110101100,55,0,6,12,175,100,0,0.6,0,0,0,77.7,1.5,0,1107
O,ITCM5,47.24,-95.19,2021,10,10,10,202110101000,56,0,0,9,,98,0,0.6,0,0,0,79.9,1.1,0,1007
O,ITCM5,47.24,-95.19,2021,10,10,09,202110100900,56,0,2,9,155,99,0,0.5,0,0,0,78.7,1.2,0,907
O,ITCM5,47.24,-95.19,2021,10,10,08,202110100800,56,0.01,3,12,69,99,0,0.4,0,0,0,36.4,0,0,807
O,ITCM5,47.24,-95.19,2021,10,10,07,202110100700,57,0.13,5,13,167,99,0,0.2,0,0,0,1.1,0,0,707
O,ITCM5,47.24,-95.19,2021,10,10,06,202110100600,58,0.09,5,11,179,100,0,0,0,0,0,0,0,0,607
O,ITCM5,47.24,-95.19,2021,10,10,05,202110100500,58,0.41,1,11,335,99,0,0.1,0,0,0,0.7,0,0,507
O,ITCM5,47.24,-95.19,2021,10,10,04,202110100400,62,0.1,3,16,119,98,0,4.3,0,0,0,2,0,0,407
O,ITCM5,47.24,-95.19,2021,10,10,03,202110100300,62,0.04,7,17,98,99,0,6.6,0,0,0,1.3,0,0,307
O,ITCM5,47.24,-95.19,2021,10,10,02,202110100200,61,0,8,16,90,99,0,7.5,0,0,0,77.9,1.8,0,207
O,ITCM5,47.24,-95.19,2021,10,10,01,202110100100,61,0.03,7,15,102,99,0,7.3,0,0,0,1.3,0,0,107
O,ITCM5,47.24,-95.19,2021,10,10,00,202110100000,61,0,4,13,119,97,3,7.8,0,0,0,19.5,0,1,7
O,ITCM5,47.24,-95.19,2021,10,09,23,202110092300,61,0,5,15,113,96,18,7.3,0,0,0,16.4,0,1,2307
O,ITCM5,47.24,-95.19,2021,10,09,22,202110092200,61,0,5,12,128,97,41,6.6,0,0,0,11.9,0,1,2207
O,ITCM5,47.24,-95.19,2021,10,09,21,202110092100,61,0,3,11,126,98,73,6.1,0,0,0,8.3,0,0,2107
O,ITCM5,47.24,-95.19,2021,10,09,20,202110092000,61,0,5,10,109,97,112,5.8,0,0,0,6.1,0,1,2007
O,ITCM5,47.24,-95.19,2021,10,09,19,202110091900,60,0.02,3,10,57,98,109,5.3,0,0,0,2.2,0,0,1907
O,ITCM5,47.24,-95.19,2021,10,09,18,202110091800,59,0.05,3,8,80,100,49,5.1,0,0,0,0,0,0,1807
O,ITCM5,47.24,-95.19,2021,10,09,17,202110091700,60,0.01,0,4,,100,77,6.4,0,0,0,32,0,0,1707
O,ITCM5,47.24,-95.19,2021,10,09,16,202110091600,59,0,1,5,76,100,78,6.4,0,0,0,76.5,0.9,0,1607
O,ITCM5,47.24,-95.19,2021,10,09,15,202110091500,58,0,0,5,,100,54,6.4,0,0,0,76.5,0.8,0,1507
O,ITCM5,47.24,-95.19,2021,10,09,14,202110091400,56,0,1,4,76,100,36,6.4,0,0,0,76.5,0.9,0,1407
O,ITCM5,47.24,-95.19,2021,10,09,13,202110091300,54,0,1,3,2,100,12,6.4,0,0,0,76.5,0.9,0,1307
O,ITCM5,47.24,-95.19,2021,10,09,12,202110091200,53,0,1,2,340,100,0,6.4,0,0,0,78.7,1.1,0,1207
O,ITCM5,47.24,-95.19,2021,10,09,11,202110091100,52,0,0,3,,100,0,6.4,0,0,0,79.5,1.1,0,1107
O,ITCM5,47.24,-95.19,2021,10,09,10,202110091000,55,0,2,6,345,100,0,6.4,0,0,0,78.4,1.1,0,1007
O,ITCM5,47.24,-95.19,2021,10,09,09,202110090900,57,0,4,10,156,99,0,6.4,0,0,0,78.3,1.3,0,907
O,ITCM5,47.24,-95.19,2021,10,09,08,202110090800,57,0.06,4,8,153,100,0,6.2,0,0,0,0,0,0,807
O,ITCM5,47.24,-95.19,2021,10,09,07,202110090700,57,0.01,2,8,48,100,0,8,0,0,0,35.7,0,0,707
O,ITCM5,47.24,-95.19,2021,10,09,06,202110090600,57,0.08,2,7,24,100,0,8,0,0,0,0,0,0,607
O,ITCM5,47.24,-95.19,2021,10,09,05,202110090500,56,0.2,3,8,145,99,0,11.2,0,0,0,0.9,0,0,507
O,ITCM5,47.24,-95.19,2021,10,09,04,202110090400,57,0.19,2,13,348,95,0,30.5,0,0,0,3.8,0,1,407
O,ITCM5,47.24,-95.19,2021,10,09,03,202110090300,63,0,3,7,140,90,0,80.1,1.5,5.7,0.6,81.1,1.6,2,307
O,ITCM5,47.24,-95.19,2021,10,09,02,202110090200,64,0,4,7,140,88,0,80.1,1.6,6.1,0.7,81.5,1.9,2,207
O,ITCM5,47.24,-95.19,2021,10,09,01,202110090100,65,0,3,7,142,85,0,80.1,1.5,5.7,0.6,82.3,1.9,3,107
O,ITCM5,47.24,-95.19,2021,10,09,00,202110090000,65,0,2,6,119,82,8,80.1,1.4,5.3,0.5,83.6,2.1,4,7
O,ITCM5,47.24,-95.19,2021,10,08,23,202110082300,68,0,2,8,125,75,66,80,1.3,4.9,0.5,86.1,2.9,6,2307
O,ITCM5,47.24,-95.19,2021,10,08,22,202110082200,69,0,4,10,146,71,152,79.7,1.5,5.7,0.6,86.7,3.7,7,2207
O,ITCM5,47.24,-95.19,2021,10,08,21,202110082100,70,0,4,11,136,70,179,79.2,1.5,5.7,0.6,86.7,3.7,8,2107
O,ITCM5,47.24,-95.19,2021,10,08,20,202110082000,70,0,6,10,149,71,352,78.6,1.6,6.1,0.7,86.7,4.3,7,2007
O,ITCM5,47.24,-95.19,2021,10,08,19,202110081900,68,0,5,12,167,77,216,78,1.4,5.3,0.5,83.9,2.7,5,1907
O,ITCM5,47.24,-95.19,2021,10,08,18,202110081800,67,0,4,10,147,83,175,77.5,1.3,4.9,0.5,81.7,1.9,4,1807
O,ITCM5,47.24,-95.19,2021,10,08,17,202110081700,65,0,4,11,180,88,137,77.2,1.2,4.5,0.4,79.7,1.5,3,1707
O,ITCM5,47.24,-95.19,2021,10,08,16,202110081600,64,0,4,11,146,90,114,77.1,1.2,4.5,0.4,78.3,1.3,2,1607
O,ITCM5,47.24,-95.19,2021,10,08,15,202110081500,63,0,5,10,151,93,66,77,1.3,4.9,0.5,77.1,1.3,1,1507
O,ITCM5,47.24,-95.19,2021,10,08,14,202110081400,62,0,3,8,173,95,59,77,1.1,4.1,0.3,76.7,1.1,1,1407
O,ITCM5,47.24,-95.19,2021,10,08,13,202110081300,61,0,3,8,160,98,3,77,1.1,4.1,0.3,76.5,1.1,0,1307
O,ITCM5,47.24,-95.19,2021,10,08,12,202110081200,61,0,5,10,159,98,0,77.3,1.3,4.9,0.5,78.5,1.5,0,1207
O,ITCM5,47.24,-95.19,2021,10,08,11,202110081100,61,0,3,9,149,97,0,77.7,1.2,4.5,0.4,79.1,1.3,1,1107
O,ITCM5,47.24,-95.19,2021,10,08,10,202110081000,61,0,3,9,182,97,0,78,1.2,4.5,0.4,79.1,1.3,1,1007
O,ITCM5,47.24,-95.19,2021,10,08,09,202110080900,61,0,4,9,185,97,0,78.3,1.3,4.9,0.5,79,1.4,1,907
O,ITCM5,47.24,-95.19,2021,10,08,08,202110080800,61,0,5,11,177,97,0,78.7,1.5,5.7,0.6,78.9,1.5,1,807
O,ITCM5,47.24,-95.19,2021,10,08,07,202110080700,60,0,4,9,176,96,0,79.1,1.4,5.3,0.5,79.3,1.5,1,707
O,ITCM5,47.24,-95.19,2021,10,08,06,202110080600,60,0,3,6,169,97,0,79.5,1.4,5.3,0.5,79.1,1.3,1,607
O,ITCM5,47.24,-95.19,2021,10,08,05,202110080500,60,0,3,5,158,99,0,80,1.5,5.7,0.6,78.5,1.2,0,507
O,ITCM5,47.24,-95.19,2021,10,08,04,202110080400,58,0,2,3,131,98,0,80.8,1.5,5.7,0.6,79,1.2,0,407
O,ITCM5,47.24,-95.19,2021,10,08,03,202110080300,61,0,0,5,,94,0,81.6,1.4,5.3,0.5,80.9,1.3,1,307
O,ITCM5,47.24,-95.19,2021,10,08,02,202110080200,63,0,3,7,153,91,0,82,1.8,6.7,0.8,80.9,1.6,2,207
O,ITCM5,47.24,-95.19,2021,10,08,01,202110080100,64,0,3,7,135,88,0,82.4,1.9,7.1,0.9,81.6,1.7,2,107
O,ITCM5,47.24,-95.19,2021,10,08,00,202110080000,66,0,3,10,149,81,18,82.6,2,7.4,0.9,83.9,2.3,4,7
O,ITCM5,47.24,-95.19,2021,10,07,23,202110072300,69,0,6,13,156,74,39,82.6,2.5,9,1.3,86,3.9,6,2307
O,ITCM5,47.24,-95.19,2021,10,07,22,202110072200,72,0,6,13,159,69,223,82.5,2.5,9,1.3,88.4,5.5,8,2207
O,ITCM5,47.24,-95.19,2021,10,07,21,202110072100,73,0,7,17,156,66,310,82.2,2.6,9.3,1.4,88.4,6,9,2107
O,ITCM5,47.24,-95.19,2021,10,07,20,202110072000,72,0,7,16,165,67,338,81.7,2.4,8.7,1.3,88.4,6,9,2007
O,ITCM5,47.24,-95.19,2021,10,07,19,202110071900,71,0,5,16,190,70,273,81.2,1.9,7.1,0.9,88.2,5,8,1907
O,ITCM5,47.24,-95.19,2021,10,07,18,202110071800,72,0,7,15,178,67,319,80.8,2.2,8.1,1.1,88.2,5.8,9,1807
O,ITCM5,47.24,-95.19,2021,10,07,17,202110071700,72,0,7,15,172,67,457,80.2,2,,,87.9,5.6,9,1707
O,ITCM5,47.24,-95.19,2021,10,07,16,202110071600,69,0,7,15,178,76,345,79.5,1.9,,,83.8,3.2,6,1607
O,ITCM5,47.24,-95.19,2021,10,07,15,202110071500,64,0,5,11,181,88,144,79.1,1.6,,,79.4,1.6,2,1507
O,ITCM5,47.24,-95.19,2021,10,07,14,202110071400,62,0,3,7,166,90,109,79.1,1.3,,,77.9,1.2,2,1407
O,ITCM5,47.24,-95.19,2021,10,07,13,202110071300,57,0,2,7,160,99,10,79.1,1.2,,,76.7,1,0,1307
O,ITCM5,47.24,-95.19,2021,10,07,12,202110071200,57,0,2,7,161,98,0,79.8,1.3,,,79,1.2,0,1207
O,ITCM5,47.24,-95.19,2021,10,07,11,202110071100,58,0,2,7,167,96,0,80.4,1.4,,,79.6,1.3,1,1107
O,ITCM5,47.24,-95.19,2021,10,07,10,202110071000,58,0,3,9,177,96,0,80.9,1.6,,,79.4,1.4,1,1007
O,ITCM5,47.24,-95.19,2021,10,07,09,202110070900,58,0,3,8,173,96,0,81.6,1.7,,,79.4,1.4,1,907
O,ITCM5,47.24,-95.19,2021,10,07,08,202110070800,59,0,3,9,157,93,0,82.4,1.9,,,80.3,1.5,1,807
O,ITCM5,47.24,-95.19,2021,10,07,07,202110070700,59,0,3,7,159,92,0,83,2.1,,,80.5,1.5,1,707
O,ITCM5,47.24,-95.19,2021,10,07,06,202110070600,60,0,2,10,151,89,0,83.6,2.1,,,81.4,1.6,2,607
O,ITCM5,47.24,-95.19,2021,10,07,05,202110070500,61,0,5,14,167,86,0,84.1,2.8,,,81.8,2.1,3,507
O,ITCM5,47.24,-95.19,2021,10,07,04,202110070400,62,0,4,12,167,83,0,84.5,2.7,,,82.5,2.1,3,407
O,ITCM5,47.24,-95.19,2021,10,07,03,202110070300,62,0,3,8,167,80,0,84.8,2.6,,,83.1,2.1,4,307
O,ITCM5,47.24,-95.19,2021,10,07,02,202110070200,62,0,2,6,154,78,0,85.1,2.5,,,83.4,2,4,207
O,ITCM5,47.24,-95.19,2021,10,07,01,202110070100,64,0,3,13,145,67,0,85.3,2.8,,,84.9,2.6,7,107
O,ITCM5,47.24,-95.19,2021,10,07,00,202110070000,67,0,5,13,165,61,12,85.3,3.3,,,87.6,4.5,9,7
O,ITCM5,47.24,-95.19,2021,10,06,23,202110062300,69,0,7,15,177,57,134,85.2,3.8,,,89.6,7.1,10,2307
O,ITCM5,47.24,-95.19,2021,10,06,22,202110062200,72,0,6,18,189,54,283,85,3.4,,,91.4,8.5,12,2207
O,ITCM5,47.24,-95.19,2021,10,06,21,202110062100,72,0,8,19,165,54,417,84.6,3.8,,,91.4,10,12,2107
O,ITCM5,47.24,-95.19,2021,10,06,20,202110062000,73,0,8,19,188,52,509,84.1,3.6,,,91.4,10,13,2007
O,ITCM5,47.24,-95.19,2021,10,06,19,202110061900,74,0,9,17,167,53,564,83.5,3.6,,,91.1,10.5,13,1907
O,ITCM5,47.24,-95.19,2021,10,06,18,202110061800,,0,,,,,,,,,,,,,
O,ITCM5,47.24,-95.19,2021,10,06,17,202110061700,71,0,8,17,186,58,507,82.8,3,10.3,1.7,89.8,7.9,11,1707
